,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0,0.0032179048,0.0004869904,6.682986e-05,8.7561775e-06,9.608277e-05,4.3142387e-07,5.3495867e-05,5.6568106e-06,4.1044485e-05,4.2278938e-05,5.4263164e-05,3.068007e-05,1.8091403e-05,2.6785137e-05,4.1058615e-07,7.8995596e-05,4.3657323e-08,0.0016656136,9.455869e-05,1.3482961e-05,0.8936584,3.4121617e-06,5.6535096e-06,0.02209781,1.7153623e-05,4.880123e-06,0.0422589,9.796699e-05,2.2320714e-07,2.285339e-05,2.2840644e-05,2.1271191e-05,2.2693868e-05,1.3579297e-06,1.4760656e-06,0.00011944837,1.2189316e-06,7.704238e-06,0.00021579486,3.4557615e-05,1.7553956e-06,2.8316022e-06,6.0733385e-07,2.5454374e-05,0.0001515422,1.1109963e-05,6.068166e-06,1.6514046e-05,0.005240881,3.8304893e-06,7.113021e-06,1.6522883e-05,6.5080094e-05,9.2070495e-06,4.2169893e-05,0.000111737434,1.9513735e-05,1.3325987e-06,0.00022507549,0.00063787046,7.898015e-05,2.5546393e-07,0.00019067146,1.9803808e-06,0.00050882396,0.0003218583,2.269271e-06,1.8393529e-06,0.00031900825,0.00014542349,4.8941358e-05,0.0002590996,2.3676988e-07,1.48069e-06,9.326495e-06,9.02429e-05,1.1026406e-05,3.9791526e-06,0.0007349245,0.0047066757,1.0875617e-06,8.05556e-06,8.0317375e-05,0.00053189904,1.9552342e-06,0.00019678162,0.00017856614,6.1370843e-06,4.05285e-08,8.8524284e-05,6.104557e-05,2.9773175e-05,2.9741333e-05,2.4950464e-06,9.63349e-05,2.0809062e-05,2.4887071e-05,0.0026473396,0.0032431108,7.8488556e-05,0.00017795754,2.0407162e-05,0.00014605868,0.00073214585,0.00020224837,0.00016391871,0.010829919,1.9249808e-05,1.2119312e-05,0.0011003265,2.1674392e-05,7.4848567e-06,7.803935e-06,7.739708e-05,4.7632166e-06,2.3904659e-06,4.8956106e-05,7.0853814e-05,2.977384e-06,0.00037290115
